Number,Company Name,Year,Revenue,Source,Discrepancy,Classement having discrepancy,Notes,Conglomerate,Public
NA,NA,2010,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
350,BIODEX,2014,11000,2016,NA,NA,NA,0,1
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,SOBITEX,2014,10607,2016,NA,NA,NA,0,0
NA,NA,2013,7935,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,STE ALIMENTS BETAIL GHRAIEB ET FILS-SABGEF,2014,10541,2016,NA,NA,NA,0,0
NA,NA,2013,11353,2016,NA,NA,NA,NA,NA
NA,NA,2012,8188,2015,NA,NA,NA,NA,NA
NA,NA,2011,8168,2014,NA,NA,NA,NA,NA
NA,NA,2010,6500,2011,NA,NA,NA,NA,NA
NA,NA,2009,3927,2011,NA,NA,NA,NA,NA
NA,NA,2008,7000,2010,NA,NA,NA,NA,NA
NA,NA,2007,3500,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
355,TUNINDUSTRIE,2014,10529,2016,NA,NA,NA,0,NA
NA,NA,2013,9392,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
356,MAMI,2014,10529,2016,NA,NA,NA,0,NA
NA,NA,2013,9264,2016,NA,NA,NA,NA,NA
NA,NA,2012,10857,2015,NA,NA,NA,NA,NA
NA,NA,2011,11372,2012,NA,NA,NA,NA,NA
NA,NA,2010,12322,2012,NA,NA,NA,NA,NA
NA,NA,2009,10368,2010,NA,NA,NA,NA,NA
NA,NA,2008,11081,2010,NA,NA,NA,NA,NA
NA,NA,2007,9304,2008,NA,NA,NA,NA,NA
NA,NA,2006,9520,2008,NA,NA,NA,NA,NA
357,ENERSYS ASSAD,2014,10500,2016,NA,NA,NA,0,0
NA,NA,2013,10100,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,3808,2011,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,L’EQUIPEMENT MODERNE,2014,10466,2016,NA,NA,NA,0,0
NA,NA,2013,10634,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
360,STE TOURISTIQUE MANSOUR MAHDIA-SOGIT (GROUPE ALLIANCE),2014,10459,2016,NA,NA,NA,1,0
NA,NA,2013,9712,2016,NA,NA,NA,NA,NA
NA,NA,2012,10000,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,FINISHING INTERNATIONAL COMPANY- FIC,2014,10109,2016,NA,NA,NA,0,1
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
364,COMEX,2014,10000,2016,NA,NA,NA,0,0
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,STE CONGELATION PROD PÊCHE ET AGR- SOCEPA,2014,9858,2016,NA,NA,NA,0,1
NA,NA,2013,6466,2016,NA,NA,NA,NA,NA
NA,NA,2012,10104,2015,NA,NA,NA,NA,NA
NA,NA,2011,10498,2014,10560,2012,NA,NA,NA
NA,NA,2010,10200,2012,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,10500,2009,NA,NA,NA,NA,NA
NA,NA,2007,13000,2008,NA,NA,NA,NA,NA
NA,NA,2006,15000,2008,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,ENFAVET INTERNATONAL,2014,9787,2016,NA,NA,NA,0,0
NA,NA,2013,9277,2016,2042,NA,NA,NA,NA
NA,NA,2012,1677,2015,NA,NA,NA,NA,NA
NA,NA,2011,4815,2012,NA,NA,NA,NA,NA
NA,NA,2010,6281,2012,9089,2011,NA,NA,NA
NA,NA,2009,6852,2011,NA,NA,NA,NA,NA
NA,NA,2008,8347,2010,NA,NA,NA,NA,NA
NA,NA,2007,5198,2008,NA,NA,NA,NA,NA
NA,NA,2006,5804,2008,NA,NA,NA,NA,NA
371,GROUPE AMORIM,2014,9775,2016,NA,NA,NA,0,NA
NA,NA,2013,9341,2016,7078,2015,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,SOHATRAM,2014,9581,2016,NA,NA,NA,0,NA
NA,NA,2013,12686,2016,NA,NA,NA,NA,NA
NA,NA,2012,9838,2015,NA,NA,NA,NA,NA
NA,NA,2011,10738,2012,NA,NA,NA,NA,NA
NA,NA,2010,16253,2012,NA,NA,NA,NA,NA
NA,NA,2009,2564,2010,NA,NA,NA,NA,NA
NA,NA,2008,16055,2010,NA,NA,NA,NA,NA
NA,NA,2007,12901,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
374,COMETE INTERNATIONAL,2014,9524,2016,NA,NA,NA,0,NA
NA,NA,2013,12016,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
375,CRIT,2014,9494,2016,NA,NA,NA,0,0
NA,NA,2013,8975,2016,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
376,STE TNNE CHAUFFAGE ECLAIRAGE PLOMBERIE- SOTUCEP,2014,9455,2016,NA,NA,NA,0,1
NA,NA,2013,9313,2016,NA,NA,NA,NA,NA
NA,NA,2012,8990,2015,NA,NA,NA,NA,NA
NA,NA,2011,7663,2012,NA,NA,NA,NA,NA
NA,NA,2010,9758,2012,NA,NA,NA,NA,NA
NA,NA,2009,8920,2010,NA,NA,NA,NA,NA
NA,NA,2008,7650,2010,NA,NA,NA,NA,NA
NA,NA,2007,6100,2008,NA,NA,NA,NA,NA
NA,NA,2006,6144,2008,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,PROMO FOOD (GROUPE ALLIANCE),2014,9394,2016,NA,NA,NA,1,0
NA,NA,2013,8443,2016,NA,NA,NA,NA,NA
NA,NA,2012,7000,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2010,7000,2011,NA,NA,NA,NA,NA
NA,NA,2009,7000,2011,NA,NA,NA,NA,NA
NA,NA,2008,6000,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
379,ADVENTURE LAND PLATE FORME,2014,9358,2016,NA,NA,NA,0,0
NA,NA,2013,NA,NA,NA,NA,NA,NA,NA
NA,NA,2012,NA,NA,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
380,AVIATION IT SERVICES AFRICA- AISA,2014,9357,2016,NA,NA,NA,0,0
NA,NA,2013,10946,2016,NA,NA,NA,NA,NA
NA,NA,2012,14374,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,14194,2011,NA,NA,NA,NA,NA
NA,NA,2009,9658,2011,NA,NA,NA,NA,NA
NA,NA,2008,4327,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,STE MATERIEL CLIMATISATION- SMC (UFI GROUP),2014,9039,2016,NA,NA,NA,1,1
NA,NA,2013,8486,2016,NA,NA,NA,NA,NA
NA,NA,2012,8760,2015,NA,NA,NA,NA,NA
NA,NA,2011,8920,2014,NA,NA,NA,NA,NA
NA,NA,2010,9114,2011,NA,NA,NA,NA,NA
NA,NA,2009,8137,2011,NA,NA,NA,NA,NA
NA,NA,2008,7248,2010,NA,NA,NA,NA,NA
NA,NA,2007,6200,2008,NA,NA,NA,NA,NA
NA,NA,2006,5790,2008,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,CAP BON FRIGORIFIQUE PLUS,2014,8987,2016,NA,NA,NA,0,0
NA,NA,2013,8978,2016,8900,2015,NA,NA,NA
NA,NA,2012,9418,2015,NA,NA,NA,NA,NA
NA,NA,2011,8363,2014,NA,NA,NA,NA,NA
NA,NA,2010,3508,2011,NA,NA,NA,NA,NA
NA,NA,2009,3657,2011,NA,NA,NA,NA,NA
NA,NA,2008,3285,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,SNIT NORD,2014,8942,2016,NA,NA,NA,0,1
NA,NA,2013,7759,2016,8961,2015,NA,NA,NA
NA,NA,2012,8136,2015,7386,2014,NA,NA,NA
NA,NA,2011,10724,2014,NA,NA,NA,NA,NA
NA,NA,2010,8682,2011,NA,NA,NA,NA,NA
NA,NA,2009,9491,2011,10804,2010,NA,NA,NA
NA,NA,2008,11382,2010,9032,2009,NA,NA,NA
NA,NA,2007,10198,2009,10028,2008,NA,NA,NA
NA,NA,2006,9226,2008,NA,NA,NA,NA,NA
389,IGL INDUSTRIE (GROUPE IGL),2014,8843,2016,NA,NA,NA,1,NA
NA,NA,2013,8912,2016,NA,NA,NA,NA,NA
NA,NA,2012,9865,2015,NA,NA,NA,NA,NA
NA,NA,2011,17314,2014,NA,NA,NA,NA,NA
NA,NA,2010,23295,2011,NA,NA,NA,NA,NA
NA,NA,2009,19632,2011,NA,NA,NA,NA,NA
NA,NA,2008,13640,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
390,ABOU WALID TRADING,2014,8843,2016,NA,NA,NA,0,0
NA,NA,2013,4094,2016,NA,NA,NA,NA,NA
NA,NA,2012,6271,2015,NA,NA,NA,NA,NA
NA,NA,2011,NA,NA,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
391,PC RETAIL OUTLET- PRO (GROUPE IGL),2014,8804,2016,NA,NA,NA,1,1
NA,NA,2013,7870,2016,NA,NA,NA,NA,NA
NA,NA,2012,7611,2015,NA,NA,NA,NA,NA
NA,NA,2011,8125,2014,NA,NA,NA,NA,NA
NA,NA,2010,5882,2011,NA,NA,NA,NA,NA
NA,NA,2009,4277,2011,NA,NA,NA,NA,NA
NA,NA,2008,2694,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
392,GENERAL TRANSPORT INTERNATIONAL,2014,8506,2016,NA,NA,NA,0,1
NA,NA,2013,7990,2016,8174,2015,NA,NA,NA
NA,NA,2012,7895,2015,NA,NA,NA,NA,NA
NA,NA,2011,8108,2012,NA,NA,NA,NA,NA
NA,NA,2010,7527,2011,NA,NA,NA,NA,NA
NA,NA,2009,7564,2011,NA,NA,NA,NA,NA
NA,NA,2008,7838,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,GENERALE DE PRECONTRAINTE,2014,8434,2016,NA,NA,NA,0,0
NA,NA,2013,6559,2016,NA,NA,NA,NA,NA
NA,NA,2012,5884,2015,NA,NA,NA,NA,NA
NA,NA,2011,7344,2012,NA,NA,NA,NA,NA
NA,NA,2010,7268,2011,NA,NA,NA,NA,NA
NA,NA,2009,7752,2011,7753,2010,NA,NA,NA
NA,NA,2008,7357,2010,7366,2009,NA,NA,NA
NA,NA,2007,5098,2009,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
395,CAP BON FRIGORIFIQUE,2014,8365,2016,NA,NA,NA,0,0
NA,NA,2013,11193,2016,8372,2015,NA,NA,NA
NA,NA,2012,11193,2015,9776,2014,NA,NA,NA
NA,NA,2011,10216,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,13885,2010,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,No entry,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,VERSUS ALGERIE (GROUPE IGL),2014,8310,2016,NA,NA,NA,1,NA
NA,NA,2013,6899,2016,7280,2015,NA,NA,NA
NA,NA,2012,6220,2015,NA,NA,NA,NA,NA
NA,NA,2011,5021,2014,NA,NA,NA,NA,NA
NA,NA,2010,NA,NA,NA,NA,NA,NA,NA
NA,NA,2009,NA,NA,NA,NA,NA,NA,NA
NA,NA,2008,NA,NA,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
398,CENTRE PIECES INDUST AUTOMOBILE- CPIA,2014,8170,2016,NA,NA,NA,0,0
NA,NA,2013,7581,2016,NA,NA,NA,NA,NA
NA,NA,2012,7105,2015,NA,NA,NA,NA,NA
NA,NA,2011,6350,2012,NA,NA,NA,NA,NA
NA,NA,2010,5375,2012,NA,NA,NA,NA,NA
NA,NA,2009,5679,2010,NA,NA,NA,NA,NA
NA,NA,2008,5516,2010,NA,NA,NA,NA,NA
NA,NA,2007,NA,NA,NA,NA,NA,NA,NA
NA,NA,2006,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,AL MAADEN,2014,8100,2016,NA,NA,NA,0,0
NA,NA,2013,7200,2016,6932,2015,NA,NA,NA
NA,NA,2012,6145,2015,6042,2014,NA,NA,NA
NA,NA,2011,5537,2014,NA,NA,NA,NA,NA
NA,NA,2010,6047,2011,NA,NA,NA,NA,NA
